Brand,Model,Year,Trim,Drive,Description,Exterior Color,Interior Color,Miles,Price
Ram,2500,2017,Laramie,4WD,"Mega Cab 6'4"" Box ",Gray exterior,Black interior,,
Ram,2500,2017,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Ram,2500,2016,LT,4WD,Double Cab Standard Box ,Gray exterior,Black interior,,
Ram,2500,2013,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Ram,2500,2010,XL,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Ram,2500,2019,Raptor,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Ram,2500,2018,LT,4WD,Double Cab Standard Box ,White exterior,Black interior,,
Ram,2500,2018,Limited,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Ram,2500,2016,XL,RWD,"Crew Cab 156"" ",White exterior,Gray interior,,
Ram,2500,2018,XL,4WD,SuperCrew 5.5' Box ,Unknown exterior,Unknown interior,,
Ram,2500,2014,Laramie,4WD,"Crew Cab 5'7"" Box ",Black exterior,Black interior,,
Ram,2500,2018,SV,Auto,V6 King Cab 4WD ,White exterior,Gray interior,,
Ram,2500,2019,Big,2WD,"Horn Crew Cab 6'4"" Box ",White exterior,Black interior,,
Ram,2500,2020,Lariat,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Ram,2500,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Ram,2500,2016,XLT,4WD,SuperCrew 5.5' Box ,Silver exterior,Gray interior,,
Ram,2500,2018,S,Automatic,King Cab RWD ,White exterior,Gray interior,,
Ram,2500,2017,LT,4WD,Crew Cab Standard Box ,White exterior,Gray interior,,
Ram,2500,2018,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Ram,2500,2018,SR,Automatic,Double Cab 5' Bed V6 4WD ,Silver exterior,Unknown interior,,
Ram,2500,2017,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Ram,2500,2020,Rebel,4WD,"Crew Cab 5'7"" Box ",Gray exterior,Black interior,,
Ram,2500,2019,Z71,4WD,Crew Cab Short Box ,Blue exterior,Black interior,,
Ram,2500,2018,XL,2WD,Regular Cab 6.5' Box ,White exterior,Gray interior,,
Ram,2500,2014,WT,2WD,with 1WT Regular Cab Long Box ,White exterior,Black interior,,
Ram,2500,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Ram,2500,2018,XL,4WD,SuperCab 6.5' Box ,White exterior,Gray interior,,
Ram,2500,2017,Night,4WD,"Crew Cab 5'7"" Box ",Red exterior,Black interior,,
Ram,2500,2008,XL,RWD,"Regular Cab 137"" ",White exterior,Beige interior,,
Ram,2500,2012,SLE,4WD,Crew Cab SB ,White exterior,Black interior,,
Ram,2500,2015,LT,4WD,with 1LT Crew Cab Short Box ,Blue exterior,Black interior,,
Ram,2500,2019,Big,4WD,"Horn/Lone Star Crew Cab 5'7"" Box ",White exterior,Black interior,,
Ram,2500,2020,XL,2WD,SuperCrew 5.5' Box ,Gray exterior,Unknown interior,,
Ram,1500,2016,Longhorn,4WD,"Limited Crew Cab 6'4"" Box ",White exterior,Black interior,,
Ram,1500,2018,LT,4WD,Double Cab Standard Box ,Gray exterior,Black interior,,
Ram,1500,2020,SLT,4WD,"Crew Cab 5'7"" Box ",Gray exterior,Black interior,,
Ram,1500,2013,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Ram,1500,2010,XL,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Ram,1500,2019,Raptor,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Ram,1500,2018,LT,4WD,Double Cab Standard Box ,White exterior,Black interior,,
Ram,1500,2018,Limited,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Ram,1500,2016,XL,RWD,"Crew Cab 156"" ",White exterior,Gray interior,,
Ram,1500,2018,XL,4WD,SuperCrew 5.5' Box ,Unknown exterior,Unknown interior,,
Ram,1500,2014,Laramie,4WD,"Crew Cab 5'7"" Box ",Black exterior,Black interior,,
Ram,1500,2018,SV,Auto,V6 King Cab 4WD ,White exterior,Gray interior,,
Ram,1500,2019,Big,2WD,"Horn Crew Cab 6'4"" Box ",White exterior,Black interior,,
Ram,1500,2020,Lariat,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Ram,1500,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Ram,1500,2016,XLT,4WD,SuperCrew 5.5' Box ,Silver exterior,Gray interior,,
Ram,1500,2018,S,Automatic,King Cab RWD ,White exterior,Gray interior,,
Ram,1500,2017,LT,4WD,Crew Cab Standard Box ,White exterior,Gray interior,,
Ram,1500,2018,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Ram,1500,2018,SR,Automatic,Double Cab 5' Bed V6 4WD ,Silver exterior,Unknown interior,,
Ram,1500,2017,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Ram,1500,2020,Rebel,4WD,"Crew Cab 5'7"" Box ",Gray exterior,Black interior,,
Ram,1500,2019,Z71,4WD,Crew Cab Short Box ,Blue exterior,Black interior,,
Ram,1500,2018,XL,2WD,Regular Cab 6.5' Box ,White exterior,Gray interior,,
Ram,1500,2014,WT,2WD,with 1WT Regular Cab Long Box ,White exterior,Black interior,,
Ram,1500,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Ram,1500,2018,XL,4WD,SuperCab 6.5' Box ,White exterior,Gray interior,,
Ram,1500,2017,Night,4WD,"Crew Cab 5'7"" Box ",Red exterior,Black interior,,
Ram,1500,2008,XL,RWD,"Regular Cab 137"" ",White exterior,Beige interior,,
Ram,1500,2012,SLE,4WD,Crew Cab SB ,White exterior,Black interior,,
Ram,1500,2015,LT,4WD,with 1LT Crew Cab Short Box ,Blue exterior,Black interior,,
Ram,1500,2019,Big,4WD,"Horn/Lone Star Crew Cab 5'7"" Box ",White exterior,Black interior,,
Ram,1500,2020,XL,2WD,SuperCrew 5.5' Box ,Gray exterior,Unknown interior,,
Ram,1500,2020,Laramie,4WD,"Crew Cab 5'7"" Box ",White exterior,Black interior,,
Ram,1500,2019,LT,4WD,Trail Boss Crew Cab Short Box ,Gray exterior,Black interior,,
Ram,1500,2017,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Beige interior,,
Ram,1500,2013,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Ram,1500,2010,XL,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Ram,1500,2019,Raptor,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Ram,1500,2018,LT,4WD,Double Cab Standard Box ,White exterior,Black interior,,
Ram,1500,2018,Limited,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Ram,1500,2016,XL,RWD,"Crew Cab 156"" ",White exterior,Gray interior,,
Ram,1500,2018,XL,4WD,SuperCrew 5.5' Box ,Unknown exterior,Unknown interior,,
Ram,1500,2014,Laramie,4WD,"Crew Cab 5'7"" Box ",Black exterior,Black interior,,
Ram,1500,2018,SV,Auto,V6 King Cab 4WD ,White exterior,Gray interior,,
Ram,1500,2019,Big,2WD,"Horn Crew Cab 6'4"" Box ",White exterior,Black interior,,
Ram,1500,2020,Lariat,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Ram,1500,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Ram,1500,2016,XLT,4WD,SuperCrew 5.5' Box ,Silver exterior,Gray interior,,
Ram,1500,2018,S,Automatic,King Cab RWD ,White exterior,Gray interior,,
Ram,1500,2017,LT,4WD,Crew Cab Standard Box ,White exterior,Gray interior,,
Ram,1500,2018,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Ram,1500,2018,SR,Automatic,Double Cab 5' Bed V6 4WD ,Silver exterior,Unknown interior,,
Ram,1500,2017,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Ram,1500,2020,Rebel,4WD,"Crew Cab 5'7"" Box ",Gray exterior,Black interior,,
Ram,1500,2019,Z71,4WD,Crew Cab Short Box ,Blue exterior,Black interior,,
Ram,1500,2018,XL,2WD,Regular Cab 6.5' Box ,White exterior,Gray interior,,
Ram,1500,2014,WT,2WD,with 1WT Regular Cab Long Box ,White exterior,Black interior,,
Ram,1500,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Ram,1500,2018,XL,4WD,SuperCab 6.5' Box ,White exterior,Gray interior,,
Ram,1500,2017,Night,4WD,"Crew Cab 5'7"" Box ",Red exterior,Black interior,,
Ram,1500,2008,XL,RWD,"Regular Cab 137"" ",White exterior,Beige interior,,
Ram,1500,2012,SLE,4WD,Crew Cab SB ,White exterior,Black interior,,
Ram,1500,2015,LT,4WD,with 1LT Crew Cab Short Box ,Blue exterior,Black interior,,
Ram,1500,2019,Big,4WD,"Horn/Lone Star Crew Cab 5'7"" Box ",White exterior,Black interior,,
Ram,1500,2020,XL,2WD,SuperCrew 5.5' Box ,Gray exterior,Unknown interior,,
Nissan,Frontier,2020,SV,4WD,Crew Cab Long Bed ,Black exterior,Gray interior,,
Nissan,Frontier,2016,LT,4WD,Double Cab Standard Box ,Silver exterior,Black interior,,
Nissan,Frontier,2019,Longhorn,4WD,"Mega Cab 6'4"" Box ",White exterior,Black interior,,
Nissan,Frontier,2013,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Nissan,Frontier,2010,XL,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Nissan,Frontier,2019,Raptor,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Nissan,Frontier,2018,LT,4WD,Double Cab Standard Box ,White exterior,Black interior,,
Nissan,Frontier,2018,Limited,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Nissan,Frontier,2016,XL,RWD,"Crew Cab 156"" ",White exterior,Gray interior,,
Nissan,Frontier,2018,XL,4WD,SuperCrew 5.5' Box ,Unknown exterior,Unknown interior,,
Nissan,Frontier,2014,Laramie,4WD,"Crew Cab 5'7"" Box ",Black exterior,Black interior,,
Nissan,Frontier,2018,SV,Auto,V6 King Cab 4WD ,White exterior,Gray interior,,
Nissan,Frontier,2019,Big,2WD,"Horn Crew Cab 6'4"" Box ",White exterior,Black interior,,
Nissan,Frontier,2020,Lariat,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Nissan,Frontier,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Nissan,Frontier,2016,XLT,4WD,SuperCrew 5.5' Box ,Silver exterior,Gray interior,,
Nissan,Frontier,2018,S,Automatic,King Cab RWD ,White exterior,Gray interior,,
Nissan,Frontier,2017,LT,4WD,Crew Cab Standard Box ,White exterior,Gray interior,,
Nissan,Frontier,2018,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Nissan,Frontier,2018,SR,Automatic,Double Cab 5' Bed V6 4WD ,Silver exterior,Unknown interior,,
Nissan,Frontier,2017,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Nissan,Frontier,2020,Rebel,4WD,"Crew Cab 5'7"" Box ",Gray exterior,Black interior,,
Nissan,Frontier,2019,Z71,4WD,Crew Cab Short Box ,Blue exterior,Black interior,,
Nissan,Frontier,2018,XL,2WD,Regular Cab 6.5' Box ,White exterior,Gray interior,,
Nissan,Frontier,2014,WT,2WD,with 1WT Regular Cab Long Box ,White exterior,Black interior,,
Nissan,Frontier,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Nissan,Frontier,2018,XL,4WD,SuperCab 6.5' Box ,White exterior,Gray interior,,
Nissan,Frontier,2017,Night,4WD,"Crew Cab 5'7"" Box ",Red exterior,Black interior,,
Nissan,Frontier,2008,XL,RWD,"Regular Cab 137"" ",White exterior,Beige interior,,
Nissan,Frontier,2012,SLE,4WD,Crew Cab SB ,White exterior,Black interior,,
Nissan,Frontier,2015,LT,4WD,with 1LT Crew Cab Short Box ,Blue exterior,Black interior,,
Nissan,Frontier,2019,Big,4WD,"Horn/Lone Star Crew Cab 5'7"" Box ",White exterior,Black interior,,
Nissan,Frontier,2020,XL,2WD,SuperCrew 5.5' Box ,Gray exterior,Unknown interior,,
Ford,F-150,2017,Raptor,4WD,SuperCrew 5.5' Box ,Blue exterior,Black interior,,
Ford,F-150,2017,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Unknown interior,,
Ford,F-150,2018,TRD,Automatic,Sport Double Cab 6.1' Bed V6 4WD ,White exterior,Gray interior,,
Ford,F-150,2013,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Ford,F-150,2010,XL,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Ford,F-150,2019,Raptor,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Ford,F-150,2018,LT,4WD,Double Cab Standard Box ,White exterior,Black interior,,
Ford,F-150,2018,Limited,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Ford,F-150,2016,XL,RWD,"Crew Cab 156"" ",White exterior,Gray interior,,
Ford,F-150,2018,XL,4WD,SuperCrew 5.5' Box ,Unknown exterior,Unknown interior,,
Ford,F-150,2014,Laramie,4WD,"Crew Cab 5'7"" Box ",Black exterior,Black interior,,
Ford,F-150,2018,SV,Auto,V6 King Cab 4WD ,White exterior,Gray interior,,
Ford,F-150,2019,Big,2WD,"Horn Crew Cab 6'4"" Box ",White exterior,Black interior,,
Ford,F-150,2020,Lariat,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Ford,F-150,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Ford,F-150,2016,XLT,4WD,SuperCrew 5.5' Box ,Silver exterior,Gray interior,,
Ford,F-150,2018,S,Automatic,King Cab RWD ,White exterior,Gray interior,,
Ford,F-150,2017,LT,4WD,Crew Cab Standard Box ,White exterior,Gray interior,,
Ford,F-150,2018,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Ford,F-150,2018,SR,Automatic,Double Cab 5' Bed V6 4WD ,Silver exterior,Unknown interior,,
Ford,F-150,2017,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Ford,F-150,2020,Rebel,4WD,"Crew Cab 5'7"" Box ",Gray exterior,Black interior,,
Ford,F-150,2019,Z71,4WD,Crew Cab Short Box ,Blue exterior,Black interior,,
Ford,F-150,2018,XL,2WD,Regular Cab 6.5' Box ,White exterior,Gray interior,,
Ford,F-150,2014,WT,2WD,with 1WT Regular Cab Long Box ,White exterior,Black interior,,
Ford,F-150,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Ford,F-150,2018,XL,4WD,SuperCab 6.5' Box ,White exterior,Gray interior,,
Ford,F-150,2017,Night,4WD,"Crew Cab 5'7"" Box ",Red exterior,Black interior,,
Ford,F-150,2008,XL,RWD,"Regular Cab 137"" ",White exterior,Beige interior,,
Ford,F-150,2012,SLE,4WD,Crew Cab SB ,White exterior,Black interior,,
Ford,F-150,2015,LT,4WD,with 1LT Crew Cab Short Box ,Blue exterior,Black interior,,
Ford,F-150,2019,Big,4WD,"Horn/Lone Star Crew Cab 5'7"" Box ",White exterior,Black interior,,
Ford,F-150,2020,XL,2WD,SuperCrew 5.5' Box ,Gray exterior,Unknown interior,,
Chevrolet,Silverado 1500,2020,RST,4WD,Crew Cab Short Bed ,Black exterior,Black interior,,
Chevrolet,Silverado 1500,2016,SLE,4WD,Extended Cab Standard Box ,Silver exterior,Black interior,,
Chevrolet,Silverado 1500,2021,Warlock,4WD,"Quad Cab 6'4"" Box ",Green exterior,Black interior,,
Chevrolet,Silverado 1500,2013,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Chevrolet,Silverado 1500,2010,XL,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Chevrolet,Silverado 1500,2019,Raptor,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Chevrolet,Silverado 1500,2018,LT,4WD,Double Cab Standard Box ,White exterior,Black interior,,
Chevrolet,Silverado 1500,2018,Limited,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Chevrolet,Silverado 1500,2016,XL,RWD,"Crew Cab 156"" ",White exterior,Gray interior,,
Chevrolet,Silverado 1500,2018,XL,4WD,SuperCrew 5.5' Box ,Unknown exterior,Unknown interior,,
Chevrolet,Silverado 1500,2014,Laramie,4WD,"Crew Cab 5'7"" Box ",Black exterior,Black interior,,
Chevrolet,Silverado 1500,2018,SV,Auto,V6 King Cab 4WD ,White exterior,Gray interior,,
Chevrolet,Silverado 1500,2019,Big,2WD,"Horn Crew Cab 6'4"" Box ",White exterior,Black interior,,
Chevrolet,Silverado 1500,2020,Lariat,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Chevrolet,Silverado 1500,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Chevrolet,Silverado 1500,2016,XLT,4WD,SuperCrew 5.5' Box ,Silver exterior,Gray interior,,
Chevrolet,Silverado 1500,2018,S,Automatic,King Cab RWD ,White exterior,Gray interior,,
Chevrolet,Silverado 1500,2017,LT,4WD,Crew Cab Standard Box ,White exterior,Gray interior,,
Chevrolet,Silverado 1500,2018,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Chevrolet,Silverado 1500,2018,SR,Automatic,Double Cab 5' Bed V6 4WD ,Silver exterior,Unknown interior,,
Chevrolet,Silverado 1500,2017,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Chevrolet,Silverado 1500,2020,Rebel,4WD,"Crew Cab 5'7"" Box ",Gray exterior,Black interior,,
Chevrolet,Silverado 1500,2019,Z71,4WD,Crew Cab Short Box ,Blue exterior,Black interior,,
Chevrolet,Silverado 1500,2018,XL,2WD,Regular Cab 6.5' Box ,White exterior,Gray interior,,
Chevrolet,Silverado 1500,2014,WT,2WD,with 1WT Regular Cab Long Box ,White exterior,Black interior,,
Chevrolet,Silverado 1500,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Chevrolet,Silverado 1500,2018,XL,4WD,SuperCab 6.5' Box ,White exterior,Gray interior,,
Chevrolet,Silverado 1500,2017,Night,4WD,"Crew Cab 5'7"" Box ",Red exterior,Black interior,,
Chevrolet,Silverado 1500,2008,XL,RWD,"Regular Cab 137"" ",White exterior,Beige interior,,
Chevrolet,Silverado 1500,2012,SLE,4WD,Crew Cab SB ,White exterior,Black interior,,
Chevrolet,Silverado 1500,2015,LT,4WD,with 1LT Crew Cab Short Box ,Blue exterior,Black interior,,
Chevrolet,Silverado 1500,2019,Big,4WD,"Horn/Lone Star Crew Cab 5'7"" Box ",White exterior,Black interior,,
Chevrolet,Silverado 1500,2020,XL,2WD,SuperCrew 5.5' Box ,Gray exterior,Unknown interior,,
Nissan,Frontier,2019,S,Manual,Crew Cab 2WD ,Red exterior,Gray interior,,
Nissan,Frontier,2016,Platinum,4WD,"Crew Cab 172"" DRW ",White exterior,Black interior,,
Nissan,Frontier,2015,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Nissan,Frontier,2013,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Nissan,Frontier,2010,XL,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Nissan,Frontier,2019,Raptor,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Nissan,Frontier,2018,LT,4WD,Double Cab Standard Box ,White exterior,Black interior,,
Nissan,Frontier,2018,Limited,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Nissan,Frontier,2016,XL,RWD,"Crew Cab 156"" ",White exterior,Gray interior,,
Nissan,Frontier,2018,XL,4WD,SuperCrew 5.5' Box ,Unknown exterior,Unknown interior,,
Nissan,Frontier,2014,Laramie,4WD,"Crew Cab 5'7"" Box ",Black exterior,Black interior,,
Nissan,Frontier,2018,SV,Auto,V6 King Cab 4WD ,White exterior,Gray interior,,
Nissan,Frontier,2019,Big,2WD,"Horn Crew Cab 6'4"" Box ",White exterior,Black interior,,
Nissan,Frontier,2020,Lariat,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Nissan,Frontier,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Nissan,Frontier,2016,XLT,4WD,SuperCrew 5.5' Box ,Silver exterior,Gray interior,,
Nissan,Frontier,2018,S,Automatic,King Cab RWD ,White exterior,Gray interior,,
Nissan,Frontier,2017,LT,4WD,Crew Cab Standard Box ,White exterior,Gray interior,,
Nissan,Frontier,2018,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Nissan,Frontier,2018,SR,Automatic,Double Cab 5' Bed V6 4WD ,Silver exterior,Unknown interior,,
Nissan,Frontier,2017,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Nissan,Frontier,2020,Rebel,4WD,"Crew Cab 5'7"" Box ",Gray exterior,Black interior,,
Nissan,Frontier,2019,Z71,4WD,Crew Cab Short Box ,Blue exterior,Black interior,,
Nissan,Frontier,2018,XL,2WD,Regular Cab 6.5' Box ,White exterior,Gray interior,,
Nissan,Frontier,2014,WT,2WD,with 1WT Regular Cab Long Box ,White exterior,Black interior,,
Nissan,Frontier,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Nissan,Frontier,2018,XL,4WD,SuperCab 6.5' Box ,White exterior,Gray interior,,
Nissan,Frontier,2017,Night,4WD,"Crew Cab 5'7"" Box ",Red exterior,Black interior,,
Nissan,Frontier,2008,XL,RWD,"Regular Cab 137"" ",White exterior,Beige interior,,
Nissan,Frontier,2012,SLE,4WD,Crew Cab SB ,White exterior,Black interior,,
Nissan,Frontier,2015,LT,4WD,with 1LT Crew Cab Short Box ,Blue exterior,Black interior,,
Nissan,Frontier,2019,Big,4WD,"Horn/Lone Star Crew Cab 5'7"" Box ",White exterior,Black interior,,
Nissan,Frontier,2020,XL,2WD,SuperCrew 5.5' Box ,Gray exterior,Unknown interior,,
Chevrolet,Silverado 1500,2018,LT,4WD,Crew Cab Short Box ,Black exterior,Black interior,,
Chevrolet,Silverado 1500,2017,Sierra,4WD,Double Cab Standard Box ,Black exterior,Gray interior,,
Chevrolet,Silverado 1500,2020,RST,4WD,Double Cab Standard Bed ,Gray exterior,Black interior,,
Chevrolet,Silverado 1500,2013,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Chevrolet,Silverado 1500,2010,XL,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Chevrolet,Silverado 1500,2019,Raptor,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Chevrolet,Silverado 1500,2018,LT,4WD,Double Cab Standard Box ,White exterior,Black interior,,
Chevrolet,Silverado 1500,2018,Limited,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Chevrolet,Silverado 1500,2016,XL,RWD,"Crew Cab 156"" ",White exterior,Gray interior,,
Chevrolet,Silverado 1500,2018,XL,4WD,SuperCrew 5.5' Box ,Unknown exterior,Unknown interior,,
Chevrolet,Silverado 1500,2014,Laramie,4WD,"Crew Cab 5'7"" Box ",Black exterior,Black interior,,
Chevrolet,Silverado 1500,2018,SV,Auto,V6 King Cab 4WD ,White exterior,Gray interior,,
Chevrolet,Silverado 1500,2019,Big,2WD,"Horn Crew Cab 6'4"" Box ",White exterior,Black interior,,
Chevrolet,Silverado 1500,2020,Lariat,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Chevrolet,Silverado 1500,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Chevrolet,Silverado 1500,2016,XLT,4WD,SuperCrew 5.5' Box ,Silver exterior,Gray interior,,
Chevrolet,Silverado 1500,2018,S,Automatic,King Cab RWD ,White exterior,Gray interior,,
Chevrolet,Silverado 1500,2017,LT,4WD,Crew Cab Standard Box ,White exterior,Gray interior,,
Chevrolet,Silverado 1500,2018,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Chevrolet,Silverado 1500,2018,SR,Automatic,Double Cab 5' Bed V6 4WD ,Silver exterior,Unknown interior,,
Chevrolet,Silverado 1500,2017,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Chevrolet,Silverado 1500,2020,Rebel,4WD,"Crew Cab 5'7"" Box ",Gray exterior,Black interior,,
Chevrolet,Silverado 1500,2019,Z71,4WD,Crew Cab Short Box ,Blue exterior,Black interior,,
Chevrolet,Silverado 1500,2018,XL,2WD,Regular Cab 6.5' Box ,White exterior,Gray interior,,
Chevrolet,Silverado 1500,2014,WT,2WD,with 1WT Regular Cab Long Box ,White exterior,Black interior,,
Chevrolet,Silverado 1500,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Chevrolet,Silverado 1500,2018,XL,4WD,SuperCab 6.5' Box ,White exterior,Gray interior,,
Chevrolet,Silverado 1500,2017,Night,4WD,"Crew Cab 5'7"" Box ",Red exterior,Black interior,,
Chevrolet,Silverado 1500,2008,XL,RWD,"Regular Cab 137"" ",White exterior,Beige interior,,
Chevrolet,Silverado 1500,2012,SLE,4WD,Crew Cab SB ,White exterior,Black interior,,
Chevrolet,Silverado 1500,2015,LT,4WD,with 1LT Crew Cab Short Box ,Blue exterior,Black interior,,
Chevrolet,Silverado 1500,2019,Big,4WD,"Horn/Lone Star Crew Cab 5'7"" Box ",White exterior,Black interior,,
Chevrolet,Silverado 1500,2020,XL,2WD,SuperCrew 5.5' Box ,Gray exterior,Unknown interior,,
Chevrolet,Colorado,2019,LT,4WD,Crew Cab Short Box ,Black exterior,Black interior,,
Chevrolet,Colorado,2000,LT,4WD,Crew Cab Long Box ,Blue exterior,Gray interior,,
Chevrolet,Colorado,2018,SLT,4WD,Crew Cab Short Box ,Silver exterior,Black interior,,
Chevrolet,Colorado,2013,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Chevrolet,Colorado,2010,XL,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Chevrolet,Colorado,2019,Raptor,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Chevrolet,Colorado,2018,LT,4WD,Double Cab Standard Box ,White exterior,Black interior,,
Chevrolet,Colorado,2018,Limited,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Chevrolet,Colorado,2016,XL,RWD,"Crew Cab 156"" ",White exterior,Gray interior,,
Chevrolet,Colorado,2018,XL,4WD,SuperCrew 5.5' Box ,Unknown exterior,Unknown interior,,
Chevrolet,Colorado,2014,Laramie,4WD,"Crew Cab 5'7"" Box ",Black exterior,Black interior,,
Chevrolet,Colorado,2018,SV,Auto,V6 King Cab 4WD ,White exterior,Gray interior,,
Chevrolet,Colorado,2019,Big,2WD,"Horn Crew Cab 6'4"" Box ",White exterior,Black interior,,
Chevrolet,Colorado,2020,Lariat,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Chevrolet,Colorado,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Chevrolet,Colorado,2016,XLT,4WD,SuperCrew 5.5' Box ,Silver exterior,Gray interior,,
Chevrolet,Colorado,2018,S,Automatic,King Cab RWD ,White exterior,Gray interior,,
Chevrolet,Colorado,2017,LT,4WD,Crew Cab Standard Box ,White exterior,Gray interior,,
Chevrolet,Colorado,2018,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
